,layer1_mean,layer1_std,layer1_layer2,layer2_mean,layer2_std,layer3_mean,layer3_std,layer4_mean,layer4_std,layer1_comp,layer1_comp_num,layer2_comp,layer2_comp_num,layer3_comp,layer3_comp_num,layer4_comp,layer4_comp_num,Density
25,2.2720537347352314,0.24028965723890244,6.0,4.093670122401505,0.4626844258252728,4.783427462557958,0.4715411987820466,6.311354234599563,0.7203376511129966,['F'],[9],"['F', 'U', 'Li']",[6 0 0],"['F', 'U', 'Li']",[ 0 10  0],"['F', 'U', 'Li']",[20  0  0],0.041934
26,1.9882974113199476,0.18009969681321036,8.0,4.332864731630708,0.5422259689856054,4.49439114601,0.37293277205463315,5.991174665516165,0.6951849802939998,['F'],[4],"['F', 'U', 'Li']",[15  0  0],"['F', 'U', 'Li']",[ 0 14  0],"['F', 'U', 'Li']",[20  0  0],0.0544
27,2.301194716062049,0.2462131104382431,3.0,4.646239543539972,0.4233357642239321,4.047106328271246,0.2025468008256705,6.394697156276561,0.5281628479969174,['F'],[9],"['F', 'U', 'Li']",[16  0  0],"['F', 'U', 'Li']",[ 0 14  0],"['F', 'U', 'Li']",[21  0  0],0.051
28,2.4907674966694797,0.21436163943536682,8.0,4.1472164604207284,0.4329378448974506,4.235136608047754,0.3362365406819858,6.461421166448561,0.8997004057900684,['F'],[8],"['F', 'U', 'Li']",[20  0  0],"['F', 'U', 'Li']",[0 9 0],"['F', 'U', 'Li']",[21  0  0],0.056667
29,2.1269156504031383,0.1876505108761784,8.0,4.712353369102584,0.5918486489657371,4.212370856402019,0.3893356567311277,6.442373664259699,0.6399474354563863,['F'],[10],"['F', 'U', 'Li']",[20  0  0],"['F', 'U', 'Li']",[0 3 0],"['F', 'U', 'Li']",[20  0  0],0.053267
30,2.3223009443655744,0.23638225582662845,5.0,4.510176742162174,0.48759934357115386,4.02123965468817,0.2204828081502744,6.088275831852835,0.9074665117370508,['F'],[8],"['F', 'U', 'Li']",[18  0  0],"['F', 'U', 'Li']",[ 0 10  0],"['F', 'U', 'Li']",[20  0  0],0.0578
31,1.995950819127782,0.18684832933924156,5.0,4.364116350658286,0.5669023079333444,4.539826054184508,0.4266688306280875,5.980235834559201,0.8450048104274455,['F'],[6],"['F', 'U', 'Li']",[5 0 0],"['F', 'U', 'Li']",[0 1 0],"['F', 'U', 'Li']",[20  0  0],0.028334
32,2.494576389367511,0.20052120553435143,8.0,4.139003816431386,0.520772272043586,4.72605894675434,0.47953337132445856,6.0267111361486725,0.8168319323311122,['F'],[8],"['F', 'U', 'Li']",[15  0  0],"['F', 'U', 'Li']",[0 9 0],"['F', 'U', 'Li']",[20  0  0],0.052134
33,2.3332999415386753,0.22740446718327184,4.0,4.332500925099639,0.5299762943892526,4.30860436476904,0.2503073262744741,6.38783924312276,0.7181833946447538,['F'],[6],"['F', 'U', 'Li']",[30  0  0],"['F', 'U', 'Li']",[0 5 0],"['F', 'U', 'Li']",[21  0  0],0.055534
34,2.1908117359841994,0.12354287866048136,8.0,4.670416262322958,0.5228972733645101,4.1706973096256394,0.4245777776550247,6.150558213556402,0.8787809671318434,['F'],[4],"['F', 'U', 'Li']",[15  0  0],"['F', 'U', 'Li']",[ 0 12  0],"['F', 'U', 'Li']",[20  0  0],0.051
35,2.2510228012237876,0.15060916084385695,4.0,4.675359644595334,0.5130216173280403,4.128684499736596,0.4233762957875117,6.3005106350545725,0.567705620090325,['F'],[5],"['F', 'U', 'Li']",[25  0  0],"['F', 'U', 'Li']",[0 5 0],"['F', 'U', 'Li']",[21  0  0],0.0476
36,2.0980360691723496,0.21947327965650223,8.0,4.21912640649869,0.5693078217479625,4.56698657809841,0.37182246347482634,6.491756190320526,0.5629240799104357,['F'],[4],"['F', 'U', 'Li']",[5 0 0],"['F', 'U', 'Li']",[0 5 0],"['F', 'U', 'Li']",[21  0  0],0.026067
37,1.972654362061108,0.1091129144007705,7.0,4.059459964219404,0.5338292414481587,4.125530435197408,0.25379905298689626,6.235375071833052,0.5054156501251511,['F'],[4],"['F', 'U', 'Li']",[6 0 0],"['F', 'U', 'Li']",[ 0 14  0],"['F', 'U', 'Li']",[21  0  0],0.041934
38,1.9820255979023147,0.11018151847796878,6.0,4.155143934151773,0.564420768894726,4.350252653421689,0.3730427224529732,5.922573939667947,0.6093375415592908,['F'],[8],"['F', 'U', 'Li']",[15  0  0],"['F', 'U', 'Li']",[0 1 0],"['F', 'U', 'Li']",[21  0  0],0.043067
39,2.1626018222671894,0.1616980908992595,4.0,4.575018447782111,0.5184456585722823,4.3791056223317115,0.2496311793059192,6.1768688508997585,0.515566189780796,['F'],[10],"['F', 'U', 'Li']",[20  0  0],"['F', 'U', 'Li']",[0 3 0],"['F', 'U', 'Li']",[20  0  0],0.049867
40,1.993344588850782,0.21578869042942878,5.0,4.023239696199674,0.5971431201134483,4.664662483926821,0.4592998138359272,6.465306050085603,0.985947403523178,['F'],[10],"['F', 'U', 'Li']",[25  0  0],"['F', 'U', 'Li']",[0 9 0],"['F', 'U', 'Li']",[20  0  0],0.062334
41,2.1900230147204764,0.2327546462524119,4.0,4.244344131753188,0.5635242836853263,4.14893314899518,0.227234489203105,5.9927863403824,0.5253938887544765,['F'],[10],"['F', 'U', 'Li']",[5 0 0],"['F', 'U', 'Li']",[0 1 0],"['F', 'U', 'Li']",[20  0  0],0.0374
42,2.1625775171836823,0.2447464610739188,8.0,4.064477532584165,0.42354772049978495,4.457341636181645,0.3996310314860557,5.830907243519981,0.7191563482172445,['F'],[7],"['F', 'U', 'Li']",[15  0  0],"['F', 'U', 'Li']",[0 9 0],"['F', 'U', 'Li']",[21  0  0],0.060067
43,2.116280629543913,0.23478219329948247,5.0,4.0530521256607575,0.5670919080949282,4.213412944431747,0.2570113864743983,5.97795407887345,0.8044469857144004,['F'],[8],"['F', 'U', 'Li']",[6 0 0],"['F', 'U', 'Li']",[ 0 12  0],"['F', 'U', 'Li']",[20  0  0],0.046467
44,2.3675094526109803,0.1407398244295412,5.0,4.3006369920887515,0.5362016461018935,4.735903701626877,0.24890440205005515,6.357764098040537,0.7881468758535686,['F'],[8],"['F', 'U', 'Li']",[16  0  0],"['F', 'U', 'Li']",[ 0 10  0],"['F', 'U', 'Li']",[20  0  0],0.051
45,2.3968407509371117,0.10209422519518241,5.0,4.625727448154095,0.41838989491964906,4.7495516482894935,0.4690670217198141,6.463628537068308,0.8816442908034404,['F'],[8],"['F', 'U', 'Li']",[15  0  0],"['F', 'U', 'Li']",[0 1 0],"['F', 'U', 'Li']",[20  0  0],0.036267
46,1.973447992403638,0.23284608538068638,6.0,4.689305365120971,0.41083855685100407,4.493354511139817,0.4207983202865878,6.0740839492524445,0.8262786261028703,['F'],[7],"['F', 'U', 'Li']",[20  0  0],"['F', 'U', 'Li']",[ 0 12  0],"['F', 'U', 'Li']",[20  0  0],0.060067
47,2.3540536948444633,0.20092998488321528,5.0,4.088391103638925,0.4947581305089001,4.396204622793437,0.30441159774082865,6.171408390442017,0.8663170202394688,['F'],[6],"['F', 'U', 'Li']",[15  0  0],"['F', 'U', 'Li']",[ 0 12  0],"['F', 'U', 'Li']",[20  0  0],0.053267
48,2.224354236378822,0.12459127314316612,6.0,4.240068889539472,0.5893886681242945,4.289845382556364,0.35297329370347025,6.359531077839043,0.9440690699652241,['F'],[8],"['F', 'U', 'Li']",[30  0  0],"['F', 'U', 'Li']",[0 1 0],"['F', 'U', 'Li']",[20  0  0],0.058934
49,2.252024210273086,0.17592223584842884,6.0,4.0729175997855265,0.577660315002743,4.336944131928819,0.2489592708214864,5.879845410097072,0.745810884396364,['F'],[4],"['F', 'U', 'Li']",[25  0  0],"['F', 'U', 'Li']",[0 9 0],"['F', 'U', 'Li']",[20  0  0],0.0646
50,2.495596871909385,0.24080387956136615,4.0,4.720977323289313,0.43360793029475064,4.70293478056134,0.4699505459221961,6.044991641386416,0.5041637082483599,['F'],[7],"['F', 'U', 'Li']",[18  0  0],"['F', 'U', 'Li']",[0 9 0],"['F', 'U', 'Li']",[21  0  0],0.052134
51,2.1408502303325854,0.10285310966302971,8.0,4.360480574534184,0.5342522361083264,4.314558529425557,0.38395667481576756,6.057880713424199,0.6413668371512282,['F'],[8],"['F', 'U', 'Li']",[15  0  0],"['F', 'U', 'Li']",[ 0 10  0],"['F', 'U', 'Li']",[21  0  0],0.053267
52,2.004399584084561,0.1688058326769858,8.0,4.702734593315128,0.41531780851855665,4.470195344731846,0.20094888168483396,6.037247394527147,0.9825670465746577,['F'],[10],"['F', 'U', 'Li']",[6 0 0],"['F', 'U', 'Li']",[ 0 10  0],"['F', 'U', 'Li']",[21  0  0],0.048734
53,2.0254468903610188,0.12723206755117408,6.0,4.515260140144004,0.4787085559109853,4.770076520236318,0.3497180284187008,6.354938488672197,0.5423478170103171,['F'],[5],"['F', 'U', 'Li']",[5 0 0],"['F', 'U', 'Li']",[0 5 0],"['F', 'U', 'Li']",[20  0  0],0.026067
54,2.04141289351894,0.21619481129830825,6.0,4.5647444804493365,0.4340453012208466,4.678325199541559,0.42815588722937414,6.028958748619359,0.6961375924406631,['F'],[6],"['F', 'U', 'Li']",[5 0 0],"['F', 'U', 'Li']",[0 9 0],"['F', 'U', 'Li']",[20  0  0],0.032867
55,2.119487236079343,0.11818967750438965,3.0,4.337418044639251,0.5131205012731478,4.789486429570609,0.2846796100028901,6.474524189115502,0.8070669899764771,['F'],[5],"['F', 'U', 'Li']",[15  0  0],"['F', 'U', 'Li']",[ 0 10  0],"['F', 'U', 'Li']",[21  0  0],0.045334
56,2.3913643611182844,0.1473411889093238,5.0,4.439813976062078,0.5118143302755078,4.423708122862961,0.4393095284761873,6.107291913140134,0.5226980861414152,['F'],[8],"['F', 'U', 'Li']",[25  0  0],"['F', 'U', 'Li']",[0 1 0],"['F', 'U', 'Li']",[21  0  0],0.055534
57,1.9917841979895088,0.19968719502593546,6.0,4.729752900053831,0.5118314141607668,4.0603729125541,0.2550101516647091,5.9974519097250765,0.8086079809178619,['F'],[8],"['F', 'U', 'Li']",[30  0  0],"['F', 'U', 'Li']",[0 9 0],"['F', 'U', 'Li']",[20  0  0],0.069134
58,1.9275837481045899,0.15066014226331048,3.0,4.724379681296963,0.5349558908408837,4.66389277104864,0.40692034343025996,6.186176108276925,0.6778508817580031,['F'],[4],"['F', 'U', 'Li']",[30  0  0],"['F', 'U', 'Li']",[0 7 0],"['F', 'U', 'Li']",[21  0  0],0.0578
59,1.9690645195952892,0.1670785362274872,7.0,4.136720186346426,0.4200033888226767,4.537196814823209,0.2585469455170174,6.303831958885561,0.5866254138093999,['F'],[7],"['F', 'U', 'Li']",[22  0  0],"['F', 'U', 'Li']",[ 0 12  0],"['F', 'U', 'Li']",[20  0  0],0.062334
60,2.268981077866357,0.1107923863795315,3.0,4.224736568687668,0.5812452888557649,4.186274634940528,0.3155816626933273,6.149729906909234,0.7207416060287051,['F'],[10],"['F', 'U', 'Li']",[22  0  0],"['F', 'U', 'Li']",[0 1 0],"['F', 'U', 'Li']",[20  0  0],0.048734
61,2.330336457261653,0.17572210334869845,4.0,4.689410083857834,0.477226433405462,4.001155844814987,0.42156348735688576,6.213142655695107,0.522244857972746,['F'],[5],"['F', 'U', 'Li']",[16  0  0],"['F', 'U', 'Li']",[0 9 0],"['F', 'U', 'Li']",[20  0  0],0.045334
62,2.1290870360663563,0.2143338778898805,5.0,4.30892107384545,0.473885298859078,4.489369951879597,0.35242871959520194,5.944730512994406,0.7900218595574462,['F'],[9],"['F', 'U', 'Li']",[6 0 0],"['F', 'U', 'Li']",[ 0 14  0],"['F', 'U', 'Li']",[20  0  0],0.052134
63,2.0394797856294073,0.22353112213700377,5.0,4.792806515116651,0.5509129804966715,4.574290142756833,0.3392229893561171,6.0181036247999815,0.8397700824070963,['F'],[10],"['F', 'U', 'Li']",[6 0 0],"['F', 'U', 'Li']",[0 9 0],"['F', 'U', 'Li']",[20  0  0],0.0442
64,2.227676922427191,0.10500887928329372,7.0,4.181642254682859,0.5751357336885986,4.507818600078014,0.3695586933637627,6.188705839107134,0.7063540491430611,['F'],[6],"['F', 'U', 'Li']",[15  0  0],"['F', 'U', 'Li']",[0 1 0],"['F', 'U', 'Li']",[21  0  0],0.0408
65,2.3229974656353733,0.15999074197733587,6.0,4.541167692491897,0.5541589525860753,4.188244897545902,0.41702225365084633,6.3708083689021695,0.6046528935804372,['F'],[8],"['F', 'U', 'Li']",[5 0 0],"['F', 'U', 'Li']",[0 1 0],"['F', 'U', 'Li']",[21  0  0],0.028334
66,2.028350809585394,0.15186625655781605,8.0,4.781394473116804,0.5677994106309422,4.2930601097214875,0.4452636504918196,6.115668121325281,0.85239785208006,['F'],[4],"['F', 'U', 'Li']",[20  0  0],"['F', 'U', 'Li']",[0 7 0],"['F', 'U', 'Li']",[20  0  0],0.051
67,2.027582518729393,0.20834159867972163,8.0,4.195469087262788,0.49378857120133635,4.1714413188746855,0.4740716542546244,6.335075306755783,0.8735430653205716,['F'],[6],"['F', 'U', 'Li']",[18  0  0],"['F', 'U', 'Li']",[ 0 10  0],"['F', 'U', 'Li']",[20  0  0],0.0544
68,2.499280516920721,0.1314480605563406,7.0,4.669923605913953,0.5558330147942375,4.321473812431789,0.4776242670952805,6.158051461657316,0.7713000780541773,['F'],[9],"['F', 'U', 'Li']",[25  0  0],"['F', 'U', 'Li']",[ 0 10  0],"['F', 'U', 'Li']",[21  0  0],0.060067
69,2.3911323828340003,0.23296229501206878,5.0,4.116045655853628,0.47124496436993946,4.055260754936954,0.24460076124747843,6.1416620258973325,0.7078882800609039,['F'],[4],"['F', 'U', 'Li']",[16  0  0],"['F', 'U', 'Li']",[0 5 0],"['F', 'U', 'Li']",[20  0  0],0.043067
70,2.4095059807130994,0.2441285581351966,7.0,4.0727940410540056,0.5949584819557157,4.540028478863316,0.21085987311497137,6.1356956469970525,0.6456291196516684,['F'],[5],"['F', 'U', 'Li']",[16  0  0],"['F', 'U', 'Li']",[0 1 0],"['F', 'U', 'Li']",[21  0  0],0.0408
71,2.0473752166846304,0.2064400694997212,3.0,4.163931744756243,0.46423407494297575,4.166116828063547,0.32346288324352485,5.842437501000288,0.8351333444393383,['F'],[7],"['F', 'U', 'Li']",[25  0  0],"['F', 'U', 'Li']",[0 7 0],"['F', 'U', 'Li']",[20  0  0],0.0612
72,2.3678558465452597,0.1991272198054105,6.0,4.605331856276361,0.5533936400753872,4.215253455947004,0.4378272960440371,5.958794532972937,0.7633388771763883,['F'],[5],"['F', 'U', 'Li']",[5 0 0],"['F', 'U', 'Li']",[0 7 0],"['F', 'U', 'Li']",[20  0  0],0.031734
73,2.1131062970792085,0.16136365277015063,7.0,4.306512638746441,0.49177278741876745,4.656769488991167,0.35235147031047526,6.4510172685801574,0.707033312068466,['F'],[9],"['F', 'U', 'Li']",[15  0  0],"['F', 'U', 'Li']",[ 0 14  0],"['F', 'U', 'Li']",[20  0  0],0.0578
74,1.909638473836607,0.17684171479342475,6.0,4.198861917562345,0.5971901623179277,4.07634642363048,0.40100649163699864,6.3564985663293765,0.8594113176996592,['F'],[6],"['F', 'U', 'Li']",[22  0  0],"['F', 'U', 'Li']",[ 0 10  0],"['F', 'U', 'Li']",[20  0  0],0.055534
75,1.9389581941202383,0.12492089778272707,3.0,4.3238977322464125,0.430074189396138,4.622775968120626,0.4577206955035323,5.947307661189064,0.836753279989123,['F'],[5],"['F', 'U', 'Li']",[25  0  0],"['F', 'U', 'Li']",[0 9 0],"['F', 'U', 'Li']",[21  0  0],0.056667
76,2.116771098573344,0.14791857234478123,7.0,4.163006019126741,0.4880523939626601,4.78921388843755,0.33708220607388,5.8029324042485655,0.6526549472769686,['F'],[4],"['F', 'U', 'Li']",[25  0  0],"['F', 'U', 'Li']",[ 0 14  0],"['F', 'U', 'Li']",[21  0  0],0.066867
77,2.218814577919569,0.1644263823925466,8.0,4.196066887470698,0.49380312390446135,4.142893990642775,0.40725021545842677,6.094168326921082,0.9963274637454345,['F'],[6],"['F', 'U', 'Li']",[25  0  0],"['F', 'U', 'Li']",[ 0 12  0],"['F', 'U', 'Li']",[21  0  0],0.065734
78,2.4805947317593318,0.11138606947672881,3.0,4.3397800904352115,0.5216723486742352,4.48358461563039,0.4753229959503596,6.4584520457573475,0.5724513814554308,['F'],[4],"['F', 'U', 'Li']",[6 0 0],"['F', 'U', 'Li']",[ 0 10  0],"['F', 'U', 'Li']",[20  0  0],0.032867
79,1.9870419280656921,0.1085690560963184,6.0,4.550924397992173,0.46081947079078184,4.663538759437556,0.45542839587942036,5.943421859351433,0.9741623696031765,['F'],[5],"['F', 'U', 'Li']",[15  0  0],"['F', 'U', 'Li']",[ 0 12  0],"['F', 'U', 'Li']",[21  0  0],0.051
80,2.218365863575433,0.13292075276153573,8.0,4.020495755128504,0.4429645641956608,4.00623047406813,0.48751186302623917,6.053565489256817,0.7041654138909004,['F'],[9],"['F', 'U', 'Li']",[15  0  0],"['F', 'U', 'Li']",[0 9 0],"['F', 'U', 'Li']",[20  0  0],0.055534
81,2.4051440273602562,0.1425745092494881,6.0,4.262424776273431,0.5335211267389297,4.305358295369659,0.21690675707324658,5.88473252004709,0.9402753444293555,['F'],[7],"['F', 'U', 'Li']",[22  0  0],"['F', 'U', 'Li']",[0 1 0],"['F', 'U', 'Li']",[20  0  0],0.051
82,1.9977847529691282,0.17106204678859316,7.0,4.737962544952135,0.4608854309478323,4.6689241655737,0.3751645844123015,6.060968156648002,0.7304830720958443,['F'],[4],"['F', 'U', 'Li']",[16  0  0],"['F', 'U', 'Li']",[0 5 0],"['F', 'U', 'Li']",[21  0  0],0.0442
83,2.3317738951965383,0.17056717063583682,5.0,4.3248981080782105,0.5325185135431345,4.053631242087697,0.48371757408928184,6.371423578604356,0.6533206711059363,['F'],[9],"['F', 'U', 'Li']",[25  0  0],"['F', 'U', 'Li']",[0 1 0],"['F', 'U', 'Li']",[20  0  0],0.053267
84,2.126662474733016,0.13239372443542505,6.0,4.11774941301987,0.560153881391468,4.676122067987833,0.31625687921049717,5.885155777395814,0.9258718250081959,['F'],[6],"['F', 'U', 'Li']",[22  0  0],"['F', 'U', 'Li']",[0 3 0],"['F', 'U', 'Li']",[20  0  0],0.0544
85,2.125387402941083,0.11088773976238914,5.0,4.444344211105909,0.4305254750991794,4.4299730719559305,0.2906903147731488,6.187498907102111,0.660172465323402,['F'],[6],"['F', 'U', 'Li']",[6 0 0],"['F', 'U', 'Li']",[0 1 0],"['F', 'U', 'Li']",[20  0  0],0.034
86,2.340004052983998,0.2118043515166243,3.0,4.5631935380353426,0.5857872940610837,4.3267661046418,0.4748758011068526,6.15507824084315,0.8071680832047343,['F'],[10],"['F', 'U', 'Li']",[15  0  0],"['F', 'U', 'Li']",[0 5 0],"['F', 'U', 'Li']",[20  0  0],0.0442
87,2.2171606721237045,0.14821399344287353,7.0,4.048779917287197,0.40909022579438203,4.532190695762948,0.34838979516846,6.123621237883145,0.5808305067201465,['F'],[10],"['F', 'U', 'Li']",[18  0  0],"['F', 'U', 'Li']",[ 0 14  0],"['F', 'U', 'Li']",[21  0  0],0.062334
88,2.2834466906409823,0.23431137528443027,5.0,4.725741069041607,0.44787231642807707,4.613207386964186,0.3257455944819483,6.089215381926046,0.6174693476830921,['F'],[8],"['F', 'U', 'Li']",[16  0  0],"['F', 'U', 'Li']",[0 9 0],"['F', 'U', 'Li']",[21  0  0],0.053267
89,2.322981014000589,0.1816093342802042,5.0,4.74345039650332,0.5967148149804644,4.346985970454119,0.449577754210779,6.347467115864393,0.9886487672229345,['F'],[9],"['F', 'U', 'Li']",[16  0  0],"['F', 'U', 'Li']",[ 0 10  0],"['F', 'U', 'Li']",[21  0  0],0.055534
90,2.4680919744327854,0.14295607823006273,4.0,4.485464914671905,0.5803920768568113,4.494079402647179,0.20076725378224933,5.80637653958926,0.7668787717328653,['F'],[6],"['F', 'U', 'Li']",[20  0  0],"['F', 'U', 'Li']",[0 1 0],"['F', 'U', 'Li']",[21  0  0],0.053267
91,1.9037717657734332,0.23376388202065174,6.0,4.277126071945824,0.5249691661908769,4.630161762713195,0.4830200721565711,6.4485173009414565,0.5227817261751122,['F'],[10],"['F', 'U', 'Li']",[5 0 0],"['F', 'U', 'Li']",[0 9 0],"['F', 'U', 'Li']",[21  0  0],0.036267
